File Name;Song Title;Author;Gender
"Bob Marley, The Wailers - Could You Be Loved.mp3";Could You Be Loved;Bob Marley, The Wailers;m+
"U2 - You’re the Best Thing About Me.mp3";You’re the Best Thing About Me;U2;m+
"Greta Van Fleet - Highway Tune.mp3";Highway Tune;Greta Van Fleet;m+
"Shaggy - It Wasn't Me (feat. Ricardo Ducent).mp3";It Wasn't Me (feat. Ricardo Ducent);Shaggy;m
"Nero - Dark Skies.mp3";Dark Skies;Nero;M+F
"3LW - Playas Gon' Play.mp3";Playas Gon' Play;3LW;F+
"Stars - Your Ex-Lover Is Dead.mp3";Your Ex-Lover Is Dead;Stars;M+F
"JENNIFER RUSH - THE POWER OF LOVE.mp3";THE POWER OF LOVE;JENNIFER RUSH;F
"Theory of a Deadman - Rx.mp3";Rx;Theory of a Deadman;m+
"Flipsyde, Piper - Happy Birthday.mp3";Happy Birthday;Flipsyde, Piper;M+F
"Sleepy Tom, Anna Lunoe - Pusher.mp3";Pusher;Sleepy Tom, Anna Lunoe;M+F
"Dixie Cups - Chapel of Love.mp3";Chapel of Love;Dixie Cups;F+
"Wilson Phillips - Hold On.mp3";Hold On;Wilson Phillips;F+
"The Weeknd - I Feel It Coming (feat. Daft Punk).mp3";I Feel It Coming (feat. Daft Punk);The Weeknd;m
"Oh Honey - Healing.mp3";Healing;Oh Honey;M+F
"2Pac - Dear Mama.mp3";Dear Mama;2Pac;m
"The Chainsmokers - Closer (feat. Halsey).mp3";Closer (feat. Halsey);The Chainsmokers;m+
"Lights, Owl City - Cactus In The Valley - feat. Owl City.mp3";Cactus In The Valley - feat. Owl City;Lights, Owl City;M+F
"LADY GAGA - JUST DANCE.mp3";JUST DANCE;LADY GAGA;F
"Magnet - Lay Lady Lay.mp3";Lay Lady Lay;Magnet;M+F
"CELINE DION - THINK TWICE.mp3";THINK TWICE;CELINE DION;F
"Keith Urban - The Fighter (feat. Carrie Underwood).mp3";The Fighter (feat. Carrie Underwood);Keith Urban;m
"Taylor Swift - Our Song.mp3";Our Song;Taylor Swift;F
"AC DC - Thunderstruck.mp3";Thunderstruck;AC DC;m+
"NATALIE IMBRUGLIA - TORN.mp3";TORN;NATALIE IMBRUGLIA;F
"Whitney Houston - Run to You.mp3";Run to You ;Whitney Houston;F
"Expose - Complicated Mind.mp3";Complicated Mind;Exposé;F+
"Run-DMC - Peter Piper.mp3";Peter Piper;Run-DMC;m+
"Gregory Porter - Insanity (feat. Lalah Hathaway).mp3";Insanity (feat. Lalah Hathaway);Gregory Porter;m
"The Supremes - You Can't Hurry Love.mp3";You Can't Hurry Love;The Supremes;F+
"Big Daddy Kane - Ain't No Half-Steppin'.mp3";Ain't No Half-Steppin';Big Daddy Kane;m
"Expose - Seven Cities.mp3";Seven Cities;Exposé;F+
"Sister Sledge - We Are Family.mp3";We Are Family;Sister Sledge;F+
"Imagine Dragons - Bleeding Out.mp3";Bleeding Out;Imagine Dragons;M+F
"SWV - Right Here - Human Nature Remix.mp3";Right Here - Human Nature Remix;SWV;F+
"Jack U - Where Are U Now (feat. Justin Bieber).mp3";Where Are U Now (feat. Justin Bieber);Jack U;m+
"KATY PERRY - ROAR.mp3";ROAR;KATY PERRY;F
"Kenny Rogers, Dolly Parton - You Can't Make Old Friends.mp3";You Can’t Make Old Friends;Kenny Rogers, Dolly Parton;M+F
"Whitney Houston - My Love Is Your Love.mp3";My Love Is Your Love ;Whitney Houston;F
"The Weeknd - Can’t Feel My Face.mp3";Can't Feel My Face;The Weeknd;m
"Expose - I Specialize in Love.mp3";I Specialize in Love;Exposé;F+
"Kid Cudi - Pursuit Of Happiness (Steve Aoki Remix).mp3";Pursuit Of Happiness (Steve Aoki Remix);Kid Cudi;m
"Taylor Swift - Mine.mp3";Mine;Taylor Swift;F
"Dua Lipa - New Rules.mp3";New Rules;Dua Lipa;f
"Tim McGraw, Faith Hill - Meanwhile Back at Mama's.mp3";Meanwhile Back at Mama's;Tim McGraw, Faith Hill;M+F
"Artist Vs Poet - Kids Again.mp3";Kids Again;Artist Vs Poet;M+F
"The Chainsmokers - Something Just Like This.mp3";Something Just Like This;The Chainsmokers;M+
"Taylor Swift - Fifteen.mp3";Fifteen;Taylor Swift;F
"BTS - Go Go.mp3";Go Go;BTS;m+
"N.W.A - Fuck tha Police.mp3";Fuck tha Police;N.W.A;m+
"Total, The Notorious B.I.G. - Can't You See.mp3";Can't You See;Total, The Notorious B.I.G.;F+
"Simple Plan, Natasha Bedingfield - Jet Lag - feat. Natasha Bedingfield.mp3";Jet Lag - feat. Natasha Bedingfield;Simple Plan, Natasha Bedingfield;M+F
"The Chainsmokers - My Type.mp3";My Type;The Chainsmokers;M+
"Imagine Dragons - Gold.mp3";Gold;Imagine Dragons;M+F
"Aaron Neville - Tell It Like It Is.mp3";Tell It Like It Is;Aaron Neville;m
"Jon Pardi - Heartache on the Dance Floor.mp3";Heartache on the Dance Floor;Jon Pardi;m
"The Exciters - Tell Him.mp3";Tell Him;The Exciters;F+
"Expose - Face To Face.mp3";Face To Face;Exposé;F+
"Imagine Dragons - Amsterdam.mp3";Amsterdam;Imagine Dragons;M+F
"Johnny Cash, June Carter Cash - It Ain't Me Babe.mp3";It Ain’t Me Babe;Johnny Cash, June Carter Cash;M+F
"The Notorious B.I.G. - Juicy.mp3";Juicy;The Notorious B.I.G.;m
"The Blues Brothers - Soul Man.mp3";Soul Man;The Blues Brothers;m+
"Etta James - A Sunday Kind of Love.mp3";A Sunday Kind of Love;Etta James;f
"Sister Sledge - He's the Greatest Dancer.mp3";He's the Greatest Dancer;Sister Sledge;F+
"Thomas Rhett - Marry Me.mp3";Marry Me;Thomas Rhett;m
"The Cake - Baby That's Me.mp3";Baby That's Me;The Cake;F+
"Taylor Swift - Sweeter Than Fiction.mp3";Sweeter Than Fiction;Taylor Swift;F
"Joe Bonamassa, Beth Hart - I'll Take Care of You.mp3";I'll Take Care of You;Joe Bonamassa, Beth Hart;M+F
"Keb' Mo' - Life Is Beautiful.mp3";Life Is Beautiful;Keb' Mo';m
"Danity Kane - Damaged.mp3";Damaged;Danity Kane;F+
"Shirley Gunter, the Queens - Oop Shoop.mp3";Oop Shoop;Shirley Gunter, the Queens;F+
"Damian Jr. Gong Marley - Welcome to Jamrock.mp3";Welcome to Jamrock;"Damian ""Jr. Gong"" Marley";m
"LADY GAGA - POKER FACE.mp3";POKER FACE;LADY GAGA;F
"Joe Bonamassa - Drive.mp3";Drive;Joe Bonamassa;m
"Bob Marley, The Wailers - Buffalo Soldier.mp3";Buffalo Soldier;Bob Marley, The Wailers;m+
"Chris Brown - Privacy.mp3";Privacy;Chris Brown;m
"KATY PERRY - FIREWORK.mp3";FIREWORK;KATY PERRY;F
"Beastie Boys - Paul Revere.mp3";Paul Revere;Beastie Boys;m+
"BRITNEY SPEARS - ...BABY ONE MORE TIME.mp3";...BABY ONE MORE TIME;BRITNEY SPEARS;F
"Popcaan - El Chapo.mp3";El Chapo;Popcaan;m
"David Guetta - Without You (feat. Usher).mp3";Without You (feat. Usher);David Guetta;m
"Mindi Abair, the Boneshakers - Pretty Good for a Girl (feat. Joe Bonamassa).mp3";Pretty Good for a Girl (feat. Joe Bonamassa);Mindi Abair, the Boneshakers;M+F
"Owl City - Honey And The Bee.mp3";Honey And The Bee;Owl City;M+F
"Whitney Houston - Until You Come Back.mp3";Until You Come Back ;Whitney Houston;F
"Striking Matches - When the Right One Comes Along.mp3";When the Right One Comes Along;Striking Matches;M+F
"Florida Georgia Line - Smooth.mp3";Smooth;Florida Georgia Line;m+
"Bob Marley, The Wailers - Is This Love.mp3";Is This Love;Bob Marley, The Wailers;m+
"Chairlift - Bruises.mp3";Bruises;Chairlift;M+F
"Garrett Hedlund, Leighton Meester - Give in to Me.mp3";Give in to Me;Garrett Hedlund, Leighton Meester;M+F
"Trisha Yearwood, Don Henley - Walkaway Joe.mp3";Walkaway Joe;Trisha Yearwood, Don Henley;M+F
"Nick Jonas - Find You.mp3";Find You;Nick Jonas;m
"Girls Aloud - Love Machine.mp3";Love Machine;Girls Aloud;F+
"Ky-Mani Marley, Yanique 'Curvy Diva' - Turn Your Lights Down Low.mp3";Turn Your Lights Down Low;Ky-Mani Marley, Yanique 'Curvy Diva';M+F
"AC DC - Back In Black.mp3";Back In Black;AC DC;m+
"Foo Fighters - Run.mp3";Run;Foo Fighters;m+
"CELINE DION - MY HEART WILL GO ON.mp3";MY HEART WILL GO ON;CELINE DION;F
"Calvin Harris, Rihanna - We Found Love.mp3";We Found Love;Calvin Harris, Rihanna;M+F
"Pete Yorn, Scarlett Johansson - Relator.mp3";Relator;Pete Yorn, Scarlett Johansson;M+F
"TLC - Creep.mp3";Creep;TLC;F+
"Imagine Dragons - It's Time.mp3";It's Time;Imagine Dragons;M+F
"The Chainsmokers - Roses.mp3";Roses;The Chainsmokers;M+
"The Chainsmokers - Closer.mp3";Closer;The Chainsmokers;M+
"Lizz Wright - Southern Nights.mp3";Southern Nights;Lizz Wright;f
"Van Morrison - Bring It On Home To Me.mp3";Bring It On Home To Me;Van Morrison;m
"Bob Marley, The Wailers - No Woman, No Cry (Live 1975).mp3";No Woman, No Cry (Live 1975);Bob Marley, The Wailers;m+
"One Direction - A.M..mp3";A.M.;One Direction;M+
"Isobel Campbell, Mark Lanegan - The False Husband.mp3";The False Husband;Isobel Campbell, Mark Lanegan;M+F
"Labrinth, Emeli Sande - Beneath Your Beautiful.mp3";Beneath Your Beautiful;Labrinth, Emeli Sande;M+F
"The Ikettes - I'm Blue - The Gong-Gong Song.mp3";I'm Blue - The Gong-Gong Song;The Ikettes;F+
"Luis Fonsi, Daddy Yankee - Despacito (feat. Justin Bieber) [Remix].mp3";Despacito (feat. Justin Bieber) [Remix];Luis Fonsi, Daddy Yankee;m+
"NEEDTOBREATHE - Hard Love (feat. Lauren Daigle).mp3";Hard Love (feat. Lauren Daigle);NEEDTOBREATHE;m+
"The Weeknd - The Hills.mp3";The Hills;The Weeknd;m
"Whitney Houston - Exhale (Shoop Shoop).mp3";Exhale (Shoop Shoop) ;Whitney Houston;F
"Joe Bonamassa - Get Back My Tomorrow (Live).mp3";Get Back My Tomorrow (Live);Joe Bonamassa;m
"Whitney Houston - I Love the Lord.mp3";I Love the Lord ;Whitney Houston;F
"Imagine Dragons - Hear Me.mp3";Hear Me;Imagine Dragons;M+F
"Public Enemy - Fight the Power.mp3";Fight the Power;Public Enemy;m+
"Jason Isbell, Amanda Shires - Mutineer.mp3";Mutineer;Jason Isbell, Amanda Shires;M+F
"SPICE GIRLS - SAY YOU'LL BE THERE.mp3";SAY YOU'LL BE THERE;SPICE GIRLS;F
"Scott Bradlee's Postmodern Jukebox - Seven Nation Army (feat. Haley Reinhart).mp3";Seven Nation Army (feat. Haley Reinhart);Scott Bradlee's Postmodern Jukebox;M+F
"Blake Shelton - I'll Name the Dogs.mp3";I'll Name the Dogs;Blake Shelton;m
"Expose - Point Of No Return.mp3";Point Of No Return;Exposé;F+
"The Bobbettes - Mr. Lee.mp3";Mr. Lee;The Bobbettes;F+
"Girls Aloud - Biology.mp3";Biology;Girls Aloud;F+
"Stevie Wonder - As.mp3";As;Stevie Wonder;m
"Keith Urban, Miranda Lambert - We Were Us.mp3";We Were Us;Keith Urban, Miranda Lambert;M+F
"The Chainsmokers - Don't Say.mp3";Don't Say;The Chainsmokers;M+
"Major Lazer - Pon De Floor (feat. Vybz Kartel).mp3";Pon De Floor (feat. Vybz Kartel);Major Lazer;m+
"Kenny Chesney, Pink - Setting the World On Fire.mp3";Setting the World On Fire;Kenny Chesney, Pink;M+F
"Taylor Swift - The Outside.mp3";The Outside;Taylor Swift;F
"Fifth Harmony, Ty Dolla $ign - Work From Home.mp3";Work From Home;Fifth Harmony, Ty Dolla $ign;F+
"Whitney Houston - I Learned from the Best.mp3";I Learned from the Best ;Whitney Houston;F
"Taylor Swift - I Don't Wanna Live Forever.mp3";I Don't Wanna Live Forever;Taylor Swift;F
"The Supremes - Where Did Our Love Go.mp3";Where Did Our Love Go;The Supremes;F+
"Sugarhill Gang - Rapper's Delight.mp3";Rapper's Delight;Sugarhill Gang;m+
"Imagine Dragons - Demons.mp3";Demons;Imagine Dragons;M+F
"Walker Hayes - You Broke Up with Me.mp3";You Broke Up with Me;Walker Hayes;m
"Taylor Swift - Cold as You.mp3";Cold as You;Taylor Swift;F
"Chris Janson - Fix a Drink.mp3";Fix a Drink;Chris Janson;m
"Thomas Rhett - Craving You (feat. Maren Morris).mp3";Craving You (feat. Maren Morris);Thomas Rhett;m
"Carly Pearce - Every Little Thing.mp3";Every Little Thing;Carly Pearce;f
"Highly Suspect - Little One.mp3";Little One;Highly Suspect;m+
"ALEXANDRA BURKE - HALLELUJAH.mp3";HALLELUJAH;ALEXANDRA BURKE;F
"Imagine Dragons - Ready Aim Fire.mp3";Ready Aim Fire;Imagine Dragons;M+F
"Matisyahu - One Day.mp3";One Day;Matisyahu;m
"The Pipettes - Pull Shapes.mp3";Pull Shapes;The Pipettes;F+
"WHIGFIELD - SATURDAY NIGHT.mp3";SATURDAY NIGHT;WHIGFIELD;F
"The Shirelles - Will You Love Me Tomorrow.mp3";Will You Love Me Tomorrow;The Shirelles;F+
"Maroon 5 - What Lovers Do (feat. SZA).mp3";What Lovers Do (feat. SZA);Maroon 5;m+
"The xx - Crystalised.mp3";Crystalised;The xx;M+F
"Expose - I'll Never Get Over You (Getting Over Me).mp3";I'll Never Get Over You (Getting Over Me);Exposé;F+
"Dr. Dre, Snoop Doggy Dogg - Nuthin' but a 'G' Thang.mp3";Nuthin' but a 'G' Thang;Dr. Dre, Snoop Doggy Dogg;m+
"Jade - Don't Walk Away.mp3";Don't Walk Away;Jade;F+
"Tim McGraw, Faith Hill - I Need You.mp3";I Need You;Tim McGraw, Faith Hill;M+F
"Skrillex - Scary Monsters and Nice Sprites.mp3";Scary Monsters and Nice Sprites;Skrillex;m
"Owl City - The Saltwater Room.mp3";The Saltwater Room;Owl City;M+F
"A Day To Remember - If It Means a Lot to You.mp3";If It Means a Lot to You;A Day To Remember;M+F
"Scott Joplin - The Entertainer.mp3";The Entertainer;Scott Joplin;m
"Maren Morris - I Could Use a Love Song.mp3";I Could Use a Love Song;Maren Morris;f
"Inner Circle - Bad Boys (Theme from COPS).mp3";Bad Boys (Theme from COPS);Inner Circle;m+
"Childish Gambino - Redbone.mp3";Redbone;Childish Gambino;m
"Herb Alpert, The Tijuana Brass - The Lonely Bull (El Solo Toro).mp3";The Lonely Bull (El Solo Toro);Herb Alpert, The Tijuana Brass;f+
"David Frizzell, Shelly West - You're The Reason God Made Oklahoma.mp3";You're The Reason God Made Oklahoma;David Frizzell, Shelly West;M+F
"Toni Braxton - Deadwood.mp3";Deadwood;Toni Braxton;f
"Bob Marley, The Wailers - Three Little Birds.mp3";Three Little Birds;Bob Marley, The Wailers;m+
"The Chainsmokers - Paris.mp3";Paris;The Chainsmokers;M+
"Whitney Houston - It's Not Right, But It's OK.mp3";It's Not Right, But It's OK ;Whitney Houston;F
"Montgomery Gentry - Better Me.mp3";Better Me;Montgomery Gentry;m+
"BTS - DNA.mp3";DNA;BTS;m+
"Jonny Lang - Lie to Me.mp3";Lie to Me;Jonny Lang;m
"LEONA LEWIS - BLEEDING LOVE.mp3";BLEEDING LOVE;LEONA LEWIS;F
"Sean Paul - Tek Weh Yuh Heart (Audio) ft.mp3";Sean Paul - Tek Weh Yuh Heart (Audio) ft.mp3";Sean Paul;m
